id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
10482,Fl,5.0,55000,1470.0,113.0,92.0,522
10483,Il,5.0,65000,1780.0,93.0,87.0,777
10484,Wi,3.7,60000,1330.0,94.0,87.0,657
10485,Tx,4.1,61000,1400.0,96.0,75.0,514
10486,Ny,5.1,72000,1850.0,144.0,114.0,940
10487,Tx,4.0,61000,1670.0,104.0,89.0,199
10488,Tx,4.3,61000,1370.0,101.0,95.0,445
10489,Md,4.2,84000,2030.0,133.0,114.0,864
10490,Fl,4.6,55000,1320.0,122.0,95.0,603
10491,Wa,4.6,78000,1810.0,140.0,114.0,709
10492,Tn,3.9,53000,1090.0,106.0,82.0,940
10493,Ga,4.1,58000,1370.0,109.0,84.0,414
10494,Va,3.8,74000,1580.0,125.0,104.0,860
10495,Ga,3.8,58000,1420.0,104.0,86.0,232
10496,Tx,4.4,61000,1490.0,103.0,83.0,895
10497,Tx,4.3,61000,1390.0,111.0,99.0,623
10498,Mi,6.1,57000,1210.0,95.0,75.0,697
10499,Il,5.2,65000,1850.0,97.0,79.0,667
10500,Wi,4.6,60000,1620.0,100.0,83.0,109
10501,Oh,4.0,56000,1260.0,84.0,70.0,820
10502,Nc,4.7,54000,1410.0,109.0,90.0,680
10503,Ny,5.2,72000,1830.0,140.0,114.0,482
10504,Ga,3.9,58000,1540.0,110.0,89.0,554
10505,Mo,4.3,55000,1260.0,94.0,80.0,324
10506,Va,4.3,74000,1820.0,124.0,104.0,481
10507,Ny,4.6,72000,1750.0,143.0,114.0,200
10508,Il,4.9,65000,1420.0,96.0,91.0,598
10509,Tn,3.6,53000,1510.0,107.0,91.0,620
10510,Tx,4.0,61000,1460.0,102.0,84.0,453
10511,Md,4.5,84000,1910.0,126.0,102.0,404
10512,Pa,4.8,61000,1450.0,87.0,84.0,746
10513,Pa,4.8,61000,1560.0,100.0,85.0,139
10514,Tx,4.5,61000,1450.0,104.0,86.0,620
10515,Ny,5.4,72000,1630.0,141.0,115.0,279
10516,Ca,5.5,75000,1680.0,154.0,123.0,439
10517,Tx,3.9,61000,1420.0,106.0,86.0,800
10518,Il,5.2,65000,1640.0,104.0,92.0,753
10519,Ga,4.7,58000,1430.0,99.0,77.0,123
10520,Ma,3.7,81000,1860.0,151.0,121.0,909
10521,In,4.0,55000,1350.0,96.0,84.0,682
10522,Nj,5.6,82000,1670.0,142.0,111.0,815
10523,Oh,5.1,56000,1420.0,95.0,78.0,386
10524,Nj,5.1,82000,2170.0,138.0,114.0,524
10525,Ca,5.3,75000,1830.0,159.0,133.0,166
10526,Ca,5.6,75000,1950.0,167.0,128.0,475
10527,Tx,3.9,61000,1500.0,107.0,91.0,795
10528,Ny,5.5,72000,1610.0,132.0,108.0,323
10529,Nc,4.6,54000,1240.0,114.0,88.0,728
10530,Ca,5.7,75000,2010.0,163.0,127.0,422
10531,Ny,5.0,72000,1650.0,137.0,106.0,579
10532,Mi,5.5,57000,1420.0,92.0,74.0,232
10533,Az,5.0,58000,1450.0,113.0,82.0,373
10534,Ca,4.9,75000,1970.0,165.0,127.0,676
10535,Ma,4.2,81000,2000.0,148.0,122.0,883
10536,Pa,5.2,61000,1450.0,95.0,79.0,335
10537,Oh,4.7,56000,1170.0,81.0,83.0,139
10538,Ga,4.2,58000,1520.0,102.0,79.0,886
10539,Ga,4.2,58000,1310.0,109.0,91.0,621
10540,Ny,4.8,72000,1730.0,133.0,113.0,158
10541,Tx,4.7,61000,1410.0,101.0,82.0,789
10542,Ny,5.1,72000,1750.0,142.0,112.0,816
10543,Wi,4.0,60000,1380.0,96.0,91.0,602
10544,In,4.5,55000,1460.0,97.0,86.0,653
10545,Nj,4.8,82000,1820.0,139.0,119.0,538
10546,Pa,4.3,61000,1350.0,97.0,87.0,686
10547,Tx,4.4,61000,1390.0,107.0,89.0,483
10548,Il,5.4,65000,1530.0,97.0,82.0,223
10549,Fl,4.8,55000,1440.0,109.0,88.0,138
10550,Ny,5.4,72000,1700.0,142.0,111.0,517
10551,Nc,4.3,54000,1440.0,123.0,97.0,581
10552,Fl,5.0,55000,1230.0,117.0,94.0,918
10553,Tx,4.2,61000,1660.0,98.0,77.0,416
10554,Pa,4.6,61000,1450.0,98.0,85.0,365
10555,Ny,5.0,72000,2080.0,144.0,119.0,720
10556,Tx,4.2,61000,1520.0,98.0,80.0,939
10557,Az,4.9,58000,1470.0,113.0,93.0,708
10558,Ca,4.6,75000,1890.0,156.0,129.0,771
10559,Nj,5.7,82000,2110.0,131.0,113.0,221
10560,Ga,4.5,58000,1210.0,105.0,91.0,348
10561,Fl,5.2,55000,1450.0,118.0,97.0,552
10562,Md,4.3,84000,1890.0,125.0,118.0,390
10563,Il,5.0,65000,1390.0,102.0,91.0,316
10564,Tx,3.7,61000,1430.0,105.0,88.0,956
10565,Oh,4.6,56000,1340.0,90.0,77.0,615
10566,Tn,4.3,53000,1080.0,100.0,84.0,576
10567,Md,4.5,84000,2160.0,137.0,123.0,893
10568,Ga,3.8,58000,1320.0,102.0,85.0,679
10569,Ma,4.6,81000,1840.0,145.0,123.0,503
10570,Md,4.7,84000,2060.0,138.0,112.0,546
10571,Ca,5.1,75000,1690.0,167.0,128.0,193
10572,Oh,5.0,56000,1260.0,89.0,84.0,337
10573,Va,4.5,74000,1910.0,127.0,106.0,818
10574,Il,5.2,65000,1480.0,101.0,77.0,142
10575,Oh,4.8,56000,1210.0,99.0,86.0,715
10576,Md,4.3,84000,1980.0,128.0,112.0,390
10577,Mo,4.2,55000,1230.0,91.0,74.0,938
10578,Tx,4.2,61000,1460.0,101.0,80.0,146
10579,Ca,5.5,75000,1680.0,163.0,131.0,809
10580,Ny,5.5,72000,1600.0,137.0,104.0,993
10581,Pa,4.7,61000,1530.0,99.0,73.0,149
10582,Fl,5.2,55000,1510.0,108.0,94.0,686
10583,Ny,5.1,72000,1640.0,144.0,118.0,695
10584,Ga,4.1,58000,1270.0,107.0,87.0,101
10585,Ga,4.2,58000,1240.0,97.0,84.0,406
10586,Md,4.0,84000,2160.0,127.0,111.0,761
10587,Ga,4.0,58000,1580.0,99.0,91.0,343
10588,Ga,4.4,58000,1270.0,113.0,87.0,645
10589,Tx,4.1,61000,1590.0,100.0,76.0,602
10590,Ca,5.1,75000,1900.0,162.0,127.0,117
10591,Ny,5.2,72000,1810.0,138.0,110.0,521
10592,Tn,3.9,53000,1190.0,111.0,91.0,423
10593,In,3.9,55000,1480.0,107.0,93.0,474
10594,Ca,5.5,75000,1990.0,162.0,131.0,152
10595,Oh,4.5,56000,1400.0,85.0,79.0,915
10596,Tx,3.5,61000,1450.0,108.0,92.0,845
10597,Oh,5.0,56000,1540.0,94.0,73.0,427
10598,Ny,5.6,72000,1810.0,140.0,112.0,373
10599,Mi,5.3,57000,1620.0,90.0,83.0,285
10600,Wa,4.9,78000,2050.0,148.0,118.0,368
10601,Ny,4.9,72000,1760.0,138.0,119.0,308
10602,Nc,4.5,54000,1310.0,106.0,83.0,376
10603,Fl,4.8,55000,1340.0,115.0,93.0,462
10604,Nc,4.2,54000,1290.0,95.0,86.0,769
10605,Az,4.6,58000,1440.0,108.0,85.0,649
10606,Tx,4.3,61000,1650.0,106.0,79.0,301
10607,Ca,5.8,75000,1810.0,164.0,130.0,207
10608,Pa,4.5,61000,1350.0,90.0,76.0,254
10609,Ga,4.2,58000,1410.0,105.0,92.0,194
10610,Mi,5.9,57000,1380.0,103.0,79.0,711
10611,Ca,5.6,75000,1670.0,159.0,129.0,518
10612,Tx,4.2,61000,1480.0,106.0,86.0,128
10613,Va,4.1,74000,1690.0,129.0,103.0,347
10614,Nc,4.0,54000,1250.0,110.0,92.0,817
10615,Pa,4.4,61000,1570.0,94.0,76.0,676
10616,Fl,5.0,55000,1200.0,122.0,95.0,242
10617,Ca,5.9,75000,1860.0,152.0,120.0,748
10618,Ca,5.9,75000,1900.0,162.0,126.0,287
10619,Ny,4.9,72000,1860.0,140.0,109.0,169
10620,Nj,5.2,82000,1770.0,130.0,110.0,422
10621,Ca,4.7,75000,2090.0,161.0,124.0,891
10622,Ny,4.7,72000,1830.0,132.0,109.0,534
10623,Tx,3.7,61000,1470.0,105.0,86.0,520
10624,Fl,4.8,55000,1080.0,112.0,91.0,224
10625,Il,4.8,65000,1640.0,101.0,87.0,644
10626,Fl,5.6,55000,1210.0,108.0,88.0,489
10627,Fl,5.2,55000,1370.0,115.0,89.0,346
10628,Pa,4.0,61000,1720.0,93.0,89.0,167
10629,Tx,4.2,61000,1350.0,102.0,79.0,706
10630,Nj,5.4,82000,1970.0,134.0,111.0,301
10631,Pa,4.1,61000,1340.0,91.0,78.0,773
10632,Wi,4.0,60000,1270.0,96.0,79.0,685
10633,Tx,4.0,61000,1300.0,107.0,83.0,928
10634,Oh,5.0,56000,1300.0,81.0,69.0,476
10635,Tx,3.9,61000,1440.0,106.0,87.0,882
10636,Il,5.4,65000,1730.0,108.0,101.0,969
10637,Nc,4.9,54000,1300.0,112.0,96.0,882
10638,Md,4.1,84000,2230.0,128.0,108.0,401
10639,Il,4.8,65000,1490.0,107.0,91.0,357
10640,Fl,5.0,55000,1380.0,103.0,77.0,730
10641,Nc,4.1,54000,1290.0,112.0,80.0,255
10642,Nc,4.4,54000,1360.0,102.0,91.0,997
10643,Va,3.9,74000,1820.0,125.0,105.0,380
10644,Wa,4.6,78000,1900.0,159.0,119.0,542
10645,Nc,4.0,54000,1250.0,105.0,90.0,831
10646,Ma,4.3,81000,2100.0,158.0,120.0,436
10647,In,4.6,55000,1240.0,93.0,82.0,503
10648,Az,4.7,58000,1430.0,108.0,88.0,386
10649,Oh,4.8,56000,1510.0,94.0,82.0,234
10650,Ny,4.9,72000,1840.0,132.0,107.0,317
10651,Tx,4.6,61000,1310.0,105.0,90.0,426
10652,Ca,5.3,75000,1850.0,160.0,126.0,770
10653,Fl,4.9,55000,1300.0,114.0,92.0,538
10654,Ca,5.6,75000,1750.0,158.0,125.0,409
10655,In,5.3,55000,1320.0,97.0,82.0,776
10656,Mi,6.1,57000,1410.0,90.0,84.0,962
10657,Fl,4.9,55000,1380.0,104.0,76.0,304
10658,Fl,4.9,55000,1300.0,118.0,89.0,230
10659,Ca,5.9,75000,1810.0,162.0,121.0,987
10660,In,4.1,55000,1180.0,89.0,79.0,133
10661,Az,4.2,58000,1300.0,111.0,86.0,637
10662,Tx,4.2,61000,1430.0,108.0,88.0,965
10663,Mo,4.5,55000,1450.0,95.0,81.0,186
10664,Mi,5.3,57000,1420.0,87.0,78.0,674
10665,Mo,4.2,55000,1300.0,103.0,87.0,467
10666,Tx,4.4,61000,1690.0,97.0,83.0,904
10667,Nj,5.2,82000,1670.0,129.0,104.0,251
10668,Fl,5.6,55000,1240.0,115.0,88.0,363
10669,Il,5.2,65000,1570.0,103.0,87.0,526
10670,Il,5.5,65000,1510.0,94.0,81.0,824
10671,Tx,4.0,61000,1450.0,108.0,88.0,571
10672,Mo,4.2,55000,1470.0,93.0,80.0,360
10673,Oh,4.4,56000,1180.0,88.0,61.0,855
10674,Ma,4.7,81000,1840.0,144.0,115.0,588
10675,Mi,5.5,57000,1240.0,95.0,88.0,490
10676,Ga,4.1,58000,1280.0,109.0,84.0,506
10677,Ma,4.4,81000,2010.0,144.0,118.0,134
10678,Ca,5.7,75000,1810.0,165.0,128.0,668
10679,Wa,5.4,78000,1980.0,154.0,121.0,823
10680,Wi,4.0,60000,1390.0,105.0,88.0,660
10681,Ca,5.6,75000,1560.0,161.0,124.0,694
10682,Ca,6.0,75000,1720.0,160.0,122.0,675
10683,Wi,4.2,60000,1520.0,100.0,84.0,331
10684,Fl,4.5,55000,1320.0,114.0,90.0,250
10685,Tx,4.5,61000,1610.0,108.0,92.0,985
10686,Oh,5.0,56000,1430.0,94.0,76.0,813
10687,Oh,4.5,56000,1620.0,90.0,75.0,115
10688,Oh,4.5,56000,1390.0,97.0,87.0,699
10689,In,4.9,55000,1130.0,82.0,77.0,674
10690,Ny,5.1,72000,1560.0,141.0,117.0,229
10691,Oh,4.8,56000,1420.0,87.0,72.0,276
10692,Az,4.4,58000,1310.0,114.0,85.0,708
10693,Wa,5.1,78000,2050.0,162.0,120.0,214
10694,Ny,4.8,72000,1780.0,139.0,115.0,325
10695,Ca,5.8,75000,1910.0,162.0,120.0,966
10696,Ny,5.0,72000,1650.0,139.0,114.0,463
10697,Md,4.4,84000,2090.0,135.0,123.0,372
10698,Oh,4.9,56000,1290.0,91.0,79.0,689
10699,Il,5.6,65000,1550.0,93.0,83.0,455
10700,Fl,4.3,55000,1320.0,110.0,98.0,593
10701,Va,3.1,74000,1710.0,122.0,100.0,766
10702,Tn,3.9,53000,1170.0,109.0,94.0,105
10703,Tx,4.4,61000,1310.0,115.0,102.0,661
10704,Ny,4.8,72000,1600.0,143.0,107.0,497
10705,Ny,5.7,72000,1820.0,141.0,107.0,219
10706,Tx,3.4,61000,1590.0,106.0,80.0,354
10707,In,4.4,55000,1260.0,96.0,85.0,568
10708,Ca,5.4,75000,1710.0,161.0,129.0,628
10709,Oh,5.1,56000,1250.0,91.0,75.0,606
10710,Pa,4.9,61000,1570.0,95.0,91.0,261
10711,Oh,4.8,56000,1400.0,95.0,76.0,152
10712,In,4.0,55000,1250.0,97.0,75.0,323
10713,Md,4.9,84000,2100.0,139.0,112.0,497
10714,Oh,4.5,56000,1460.0,91.0,75.0,875
10715,Nj,5.6,82000,1910.0,131.0,114.0,668
10716,Mi,5.0,57000,1360.0,94.0,86.0,861
10717,Va,3.8,74000,1990.0,121.0,95.0,634
10718,Wi,4.3,60000,1380.0,88.0,69.0,474
10719,In,4.5,55000,1320.0,93.0,73.0,506
10720,Wi,4.2,60000,1180.0,99.0,90.0,471
10721,Oh,4.4,56000,1420.0,87.0,76.0,619
10722,Nj,4.8,82000,1890.0,144.0,115.0,377
10723,Fl,4.7,55000,1240.0,125.0,96.0,636
10724,Fl,5.0,55000,1570.0,116.0,94.0,519
10725,Ca,5.0,75000,1930.0,148.0,116.0,808
10726,Nj,4.7,82000,2160.0,137.0,121.0,295
10727,Fl,4.4,55000,1460.0,124.0,88.0,364
10728,Ga,3.6,58000,1280.0,96.0,79.0,313
10729,Tx,4.0,61000,1290.0,108.0,88.0,705
10730,Pa,4.8,61000,1540.0,92.0,82.0,917
10731,Tx,4.4,61000,1440.0,106.0,81.0,407
10732,Ca,5.4,75000,1860.0,160.0,117.0,672
10733,Fl,4.6,55000,1380.0,108.0,85.0,412
10734,Ny,5.0,72000,1600.0,142.0,112.0,864
10735,Tx,4.1,61000,1440.0,109.0,88.0,238
10736,Nc,4.0,54000,1160.0,119.0,90.0,701
10737,Il,5.3,65000,1670.0,103.0,91.0,235
10738,Ca,5.6,75000,1650.0,163.0,133.0,711
10739,Oh,4.4,56000,1470.0,92.0,74.0,815
10740,Tx,4.6,61000,1600.0,112.0,94.0,102
10741,Fl,4.9,55000,1290.0,111.0,94.0,971
10742,Ny,4.9,72000,1710.0,146.0,119.0,287
10743,Va,3.7,74000,1760.0,125.0,100.0,741
10744,Mo,4.6,55000,1210.0,103.0,80.0,892
10745,Ca,5.5,75000,1940.0,159.0,133.0,435
10746,Ma,4.6,81000,1760.0,153.0,131.0,915
10747,Az,4.7,58000,1300.0,112.0,93.0,362
10748,Il,5.0,65000,1750.0,93.0,78.0,195
10749,Oh,4.9,56000,1260.0,88.0,75.0,104
10750,Ga,4.1,58000,1340.0,104.0,87.0,903
10751,Va,3.9,74000,1970.0,117.0,104.0,433
10752,Ny,5.6,72000,1790.0,141.0,114.0,539
10753,Mi,5.1,57000,1400.0,96.0,84.0,559
10754,Oh,5.1,56000,1550.0,93.0,75.0,616
10755,Tx,4.4,61000,1330.0,100.0,81.0,327
10756,Il,5.0,65000,1660.0,102.0,90.0,194
10757,Nj,4.4,82000,2100.0,128.0,110.0,143
10758,Pa,4.2,61000,1560.0,89.0,70.0,161
10759,Ca,5.7,75000,1630.0,162.0,127.0,305
10760,Ma,4.4,81000,2190.0,140.0,109.0,939
10761,Md,4.5,84000,2060.0,134.0,110.0,675
10762,Il,5.4,65000,1590.0,93.0,78.0,184
10763,Ma,4.6,81000,2270.0,151.0,121.0,666
10764,Ca,5.6,75000,1840.0,156.0,126.0,168
10765,Ca,5.8,75000,1830.0,167.0,131.0,174
10766,Tx,3.6,61000,1510.0,101.0,99.0,290
10767,Nc,4.3,54000,1200.0,116.0,100.0,578
10768,Fl,4.7,55000,1130.0,110.0,87.0,157
10769,Fl,4.7,55000,1360.0,122.0,98.0,646
10770,Pa,3.9,61000,1470.0,92.0,78.0,348
10771,Ny,4.7,72000,1610.0,139.0,107.0,810
10772,Tx,4.2,61000,1320.0,114.0,96.0,315
10773,Ga,3.9,58000,1360.0,114.0,84.0,874
10774,Tx,4.2,61000,1400.0,100.0,84.0,989
10775,Tn,4.2,53000,1320.0,111.0,86.0,412
10776,Tx,3.9,61000,1190.0,106.0,86.0,986
10777,Ca,5.8,75000,1730.0,159.0,126.0,194
10778,Wa,4.9,78000,1660.0,151.0,124.0,630
10779,Fl,5.1,55000,1310.0,112.0,85.0,741
10780,Wi,4.4,60000,1360.0,103.0,86.0,415
10781,Az,4.3,58000,1310.0,111.0,88.0,745
10782,Pa,4.6,61000,1430.0,103.0,90.0,577
10783,Il,5.2,65000,1400.0,90.0,77.0,264
10784,Ny,4.9,72000,1490.0,140.0,106.0,772
10785,Mi,5.6,57000,1320.0,101.0,84.0,196
10786,Wa,5.0,78000,1830.0,156.0,126.0,546
10787,Pa,4.7,61000,1360.0,89.0,73.0,176
10788,Tx,4.4,61000,1370.0,104.0,90.0,505
10789,Tx,4.4,61000,1500.0,98.0,84.0,648
10790,Tn,3.8,53000,1260.0,103.0,81.0,168
10791,Tx,3.7,61000,1260.0,98.0,82.0,535
10792,Ga,4.0,58000,1250.0,108.0,93.0,559
10793,Mi,6.0,57000,1260.0,98.0,83.0,509
10794,Ca,5.3,75000,1860.0,167.0,128.0,563
10795,Ca,6.0,75000,1740.0,157.0,120.0,609
10796,Nj,5.3,82000,1850.0,142.0,122.0,204
10797,Pa,4.6,61000,1510.0,101.0,86.0,569
10798,Fl,5.0,55000,1230.0,116.0,85.0,695
10799,Mi,5.6,57000,1330.0,89.0,79.0,832
10800,Fl,4.4,55000,1360.0,119.0,97.0,213
10801,Fl,4.7,55000,1140.0,117.0,93.0,539
10802,Tx,3.7,61000,1400.0,104.0,85.0,918
10803,Ca,5.4,75000,2220.0,160.0,127.0,152
10804,Wi,4.0,60000,1520.0,99.0,74.0,510
10805,Ca,5.1,75000,1600.0,161.0,119.0,441
10806,Il,4.9,65000,1700.0,106.0,84.0,399
10807,Pa,4.7,61000,1390.0,106.0,93.0,975
10808,Nj,5.5,82000,1860.0,140.0,114.0,758
10809,Ca,5.3,75000,2120.0,157.0,116.0,478
10810,Mo,4.2,55000,1310.0,104.0,85.0,507
10811,Oh,5.1,56000,1460.0,87.0,70.0,939
10812,Tn,4.0,53000,1240.0,103.0,81.0,806
10813,Tn,3.3,53000,1270.0,109.0,95.0,655
10814,Tx,4.1,61000,1520.0,108.0,90.0,489
10815,Nc,3.9,54000,1300.0,114.0,87.0,868
10816,Az,5.7,58000,1430.0,113.0,89.0,441
10817,Nj,5.1,82000,2040.0,138.0,116.0,468
10818,Az,4.2,58000,1240.0,112.0,92.0,180
10819,Ca,5.9,75000,1820.0,164.0,126.0,925
10820,Oh,4.6,56000,1590.0,87.0,75.0,922
10821,Ny,5.3,72000,1630.0,130.0,110.0,911
10822,Ca,5.6,75000,1700.0,162.0,126.0,988
10823,Nj,5.0,82000,1960.0,139.0,115.0,896
10824,Ca,5.3,75000,1890.0,164.0,125.0,854
10825,Ga,3.8,58000,1280.0,105.0,80.0,482
10826,Tx,4.3,61000,1350.0,102.0,83.0,661
10827,Oh,4.3,56000,1410.0,90.0,77.0,494
10828,Ga,3.9,58000,1500.0,101.0,91.0,569
10829,Ny,5.2,72000,1830.0,139.0,118.0,966
10830,Va,4.1,74000,1770.0,131.0,107.0,972
10831,Ca,5.9,75000,1600.0,171.0,141.0,559
10832,Nc,4.2,54000,1380.0,110.0,89.0,234
10833,Tx,4.4,61000,1510.0,104.0,80.0,276
10834,Fl,4.5,55000,1410.0,117.0,88.0,203
10835,Tx,3.6,61000,1420.0,111.0,101.0,161
10836,Md,4.5,84000,1830.0,128.0,112.0,306
10837,Fl,5.1,55000,1260.0,108.0,95.0,221
10838,Ny,5.1,72000,1650.0,139.0,113.0,580
10839,Fl,4.7,55000,1260.0,109.0,82.0,572
10840,Tx,4.2,61000,1310.0,103.0,86.0,655
10841,Az,4.3,58000,1560.0,118.0,91.0,840
10842,Tx,4.6,61000,1440.0,113.0,89.0,801
10843,Md,4.7,84000,1990.0,136.0,123.0,862
10844,Ny,5.0,72000,1580.0,151.0,123.0,197
10845,Wi,4.0,60000,1540.0,102.0,95.0,500
10846,Ny,4.7,72000,1800.0,126.0,110.0,963
10847,Ma,4.7,81000,1910.0,145.0,115.0,394
10848,Pa,4.7,61000,1510.0,89.0,77.0,622
10849,Az,4.7,58000,1350.0,122.0,96.0,299
10850,Wa,5.2,78000,1820.0,154.0,118.0,119
10851,Ca,5.4,75000,1660.0,158.0,135.0,225
10852,Il,5.6,65000,1390.0,105.0,88.0,833
10853,Mo,4.5,55000,1150.0,92.0,71.0,210
10854,Tn,4.5,53000,1260.0,99.0,70.0,675
10855,Ca,5.6,75000,1850.0,160.0,127.0,726
10856,Ny,5.3,72000,1610.0,147.0,117.0,171
10857,Tx,4.2,61000,1490.0,111.0,92.0,679
10858,Fl,5.0,55000,1300.0,112.0,88.0,305
10859,Ny,4.8,72000,1490.0,136.0,116.0,666
10860,In,4.5,55000,1250.0,91.0,80.0,265
10861,Fl,5.4,55000,1380.0,113.0,89.0,476
10862,Ca,5.4,75000,1770.0,161.0,126.0,788
10863,Ca,6.5,75000,1640.0,156.0,123.0,720
10864,Ny,5.4,72000,1570.0,145.0,118.0,651
10865,Ny,4.7,72000,1900.0,143.0,113.0,155
10866,Ma,4.7,81000,1810.0,152.0,121.0,137
10867,Nj,5.2,82000,1960.0,124.0,106.0,373
10868,Ga,4.1,58000,1530.0,102.0,80.0,759
10869,Md,4.2,84000,2240.0,127.0,108.0,159
10870,Md,4.4,84000,1930.0,121.0,111.0,130
10871,Nj,5.1,82000,2520.0,129.0,111.0,487
10872,Nj,4.8,82000,1980.0,137.0,116.0,756
10873,Tx,5.1,61000,1260.0,102.0,84.0,910
10874,Tx,4.3,61000,1300.0,108.0,88.0,522
10875,Il,5.6,65000,1660.0,97.0,76.0,668
10876,Il,5.0,65000,1540.0,99.0,94.0,353
10877,Tn,4.0,53000,1240.0,99.0,75.0,137
10878,Ca,5.1,75000,1570.0,166.0,130.0,419
10879,Nc,4.5,54000,1310.0,114.0,92.0,726
10880,Wa,5.1,78000,1880.0,157.0,124.0,804
10881,Il,5.2,65000,1410.0,100.0,86.0,538
10882,Az,5.0,58000,1530.0,120.0,97.0,404
10883,Oh,4.8,56000,1350.0,90.0,74.0,538
10884,Ca,5.1,75000,1750.0,158.0,125.0,189
10885,Oh,4.5,56000,1420.0,98.0,77.0,764
10886,Ny,5.2,72000,1660.0,133.0,114.0,713
10887,Md,4.6,84000,1980.0,128.0,119.0,474
10888,Md,4.4,84000,2140.0,136.0,110.0,946
10889,Tx,4.7,61000,1550.0,102.0,87.0,208
10890,Nc,4.5,54000,1240.0,107.0,85.0,352
10891,Il,5.1,65000,1620.0,102.0,83.0,382
10892,Ca,5.6,75000,1860.0,161.0,126.0,114
10893,Tn,4.3,53000,1140.0,99.0,78.0,481
10894,Nc,4.2,54000,1540.0,112.0,87.0,544
10895,Wi,4.3,60000,1260.0,104.0,80.0,155
10896,Oh,5.2,56000,1220.0,94.0,77.0,450
10897,Ma,4.2,81000,1690.0,140.0,101.0,845
10898,Az,4.3,58000,1480.0,113.0,91.0,918
10899,Il,5.6,65000,1620.0,105.0,80.0,240
10900,Fl,4.8,55000,1350.0,117.0,98.0,114
10901,Tx,3.8,61000,1330.0,103.0,84.0,916
10902,Fl,4.6,55000,1460.0,114.0,86.0,506
10903,Ca,5.2,75000,1750.0,160.0,126.0,621
10904,Va,3.7,74000,1690.0,123.0,104.0,197
10905,Ny,4.6,72000,1700.0,134.0,115.0,198
10906,Ny,5.0,72000,1580.0,140.0,108.0,970
10907,Mi,5.6,57000,1310.0,91.0,82.0,101
10908,Va,3.9,74000,1810.0,127.0,103.0,600
10909,Fl,4.2,55000,1240.0,115.0,97.0,221
10910,Ca,6.0,75000,1600.0,146.0,124.0,971
10911,Fl,4.2,55000,1380.0,114.0,94.0,819
10912,Ca,5.2,75000,1620.0,160.0,119.0,963
10913,Fl,4.8,55000,1290.0,115.0,93.0,895
10914,Nj,4.6,82000,2270.0,135.0,109.0,905
10915,Tn,3.7,53000,1290.0,106.0,80.0,461
10916,Nc,4.7,54000,1120.0,121.0,100.0,571
10917,Fl,4.5,55000,1420.0,117.0,94.0,406
10918,Ca,5.6,75000,1660.0,156.0,121.0,757
10919,Ca,5.8,75000,1680.0,153.0,135.0,540
10920,Tx,3.8,61000,1400.0,106.0,87.0,793
10921,Az,4.7,58000,1270.0,111.0,90.0,140
10922,Ma,4.1,81000,2050.0,142.0,118.0,870
10923,Tx,4.4,61000,1270.0,108.0,85.0,179
10924,Ca,5.3,75000,1980.0,167.0,132.0,592
10925,Il,5.3,65000,1440.0,99.0,90.0,601
10926,Ny,5.2,72000,1890.0,135.0,115.0,627
10927,Mi,5.3,57000,1440.0,100.0,80.0,267
10928,Ny,4.8,72000,1810.0,146.0,117.0,768
10929,Tx,4.2,61000,1440.0,103.0,82.0,923
10930,Mi,5.5,57000,1400.0,89.0,80.0,259
10931,Il,5.0,65000,1520.0,100.0,87.0,690
10932,Nc,4.6,54000,1280.0,113.0,92.0,280
10933,Ny,4.8,72000,1650.0,132.0,101.0,670
10934,Md,4.3,84000,2050.0,126.0,118.0,608
10935,Wi,4.0,60000,1460.0,100.0,73.0,423
10936,Pa,4.3,61000,1310.0,103.0,81.0,235
10937,Ga,4.2,58000,1490.0,99.0,80.0,197
10938,Pa,4.5,61000,1480.0,93.0,88.0,112
10939,Fl,4.8,55000,1200.0,104.0,88.0,407
10940,Ca,5.9,75000,1730.0,160.0,129.0,455
10941,Tn,4.3,53000,1380.0,105.0,89.0,434
10942,Va,4.1,74000,1610.0,130.0,101.0,560
10943,Pa,4.2,61000,1380.0,89.0,83.0,666
10944,Oh,4.7,56000,1020.0,96.0,77.0,120
10945,Pa,4.3,61000,1400.0,101.0,84.0,942
10946,Pa,4.6,61000,1480.0,93.0,73.0,868
10947,Tn,4.3,53000,1310.0,101.0,82.0,148
10948,Ma,4.0,81000,2090.0,144.0,126.0,770
10949,Ny,4.9,72000,1700.0,135.0,107.0,245
10950,Tx,4.3,61000,1380.0,106.0,88.0,357
10951,Mi,5.7,57000,1260.0,87.0,73.0,918
10952,In,4.4,55000,1240.0,94.0,78.0,510
10953,Nc,4.7,54000,1520.0,104.0,88.0,438
10954,Mo,4.1,55000,1290.0,93.0,87.0,348
10955,Wa,4.8,78000,1940.0,165.0,130.0,433
10956,Mi,5.8,57000,1370.0,96.0,78.0,932
10957,Ca,5.5,75000,1890.0,168.0,132.0,162
10958,Fl,4.7,55000,1350.0,112.0,88.0,908
10959,Ca,5.7,75000,1980.0,168.0,134.0,240
10960,Wi,4.0,60000,1540.0,102.0,90.0,784
10961,Az,4.4,58000,1290.0,112.0,91.0,752
10962,Wi,4.4,60000,1520.0,94.0,79.0,203
10963,Ga,4.3,58000,1420.0,102.0,80.0,889
10964,Ca,5.0,75000,1420.0,155.0,123.0,848
10965,Az,4.6,58000,1520.0,103.0,89.0,615
